Destination,Month,Duration,Age,Gender,Accomodation Style,Budget
Luxembourg City,January,11,38,Female,Eco-Lodge,44216.48
Tokyo,October,5,34,Male,Resort,10178.51
New York,July,18,23,Male,Villa,47219.63
Berlin,January,5,55,Female,Hostel,7685.41
Barcelona,October,12,63,Female,Vacation Rental,9518.1
Santorini,December,5,58,Male,Hotel,35388.9
Santorini,August,12,25,Female,Villa,28149.66
Cape Town,April,15,48,Male,Resort,42196.43
New York,November,16,22,Male,Airbnb,43167.87
Marrakech,January,6,25,Female,Airbnb,16988.17
Vancouver,November,7,53,Male,Hostel,45963.1
Luxembourg City,August,10,45,Female,Eco-Lodge,18807.41
Cairo,July,8,28,Female,Airbnb,34363.79
Paris,June,18,35,Female,Eco-Lodge,37764.53
Sydney,January,12,25,Male,Vacation Rental,40080.84
Paris,April,15,60,Male,Resort,40617.77
Bali,October,6,25,Female,Resort,12707.19
Barcelona,November,16,31,Male,Hostel,26046.35
Amsterdam,December,11,56,Male,Eco-Lodge,18688.78
London,July,16,38,Male,Hotel,28092.49
Hoi An,July,15,44,Male,Resort,17093.04
Dublin,May,5,57,Female,Hotel,45098.9
Cairo,February,9,42,Male,Vacation Rental,48714.62
New York,August,16,34,Male,Villa,27802.78
New York,August,8,42,Female,Hostel,24404.79
Dubai,August,8,63,Male,Resort,9928.43
Porto,October,6,48,Male,Hotel,48115.01
Salzburg,May,11,27,Male,Vacation Rental,11878.71
Santorini,February,15,35,Male,Eco-Lodge,41136.08
Dubai,September,10,20,Female,Eco-Lodge,22002.79
Barcelona,March,7,65,Male,Hotel,1040.86
Paris,September,8,40,Male,Hotel,39906.45
Luxembourg City,January,9,61,Female,Airbnb,35570.52
Sydney,March,16,55,Female,Villa,20919.52
Rio de Janeiro,September,13,24,Male,Villa,33817.74
Amsterdam,May,17,52,Male,Airbnb,9826.3
Honolulu,May,12,26,Male,Airbnb,32957.99
Paris,June,10,62,Male,Vacation Rental,18366.7
Berlin,August,5,54,Male,Hotel,1771.6
Cancun,July,7,47,Male,Airbnb,8797.0
Edinburgh,January,14,49,Male,Eco-Lodge,46071.87
Dublin,March,12,32,Female,Hotel,19604.94
Seoul,March,11,49,Female,Airbnb,24909.77
Luxembourg City,January,11,42,Male,Vacation Rental,17638.55
Berlin,March,18,30,Female,Resort,2104.86
Edinburgh,January,7,58,Female,Resort,49406.95
Sydney,January,12,57,Female,Hotel,39997.85
Berlin,April,18,37,Male,Resort,38719.32
Luxembourg City,December,11,20,Female,Villa,44099.31
Bali,November,8,25,Male,Vacation Rental,20706.15
Dublin,March,15,63,Male,Resort,8176.48
Kathmandu,February,17,36,Male,Hotel,48162.54
Kathmandu,May,8,47,Female,Villa,24205.11
Reykjavik,December,18,42,Male,Hostel,20403.0
Cancun,September,14,20,Female,Vacation Rental,26062.53
Amsterdam,February,7,30,Female,Airbnb,19536.86
New York,October,14,39,Female,Vacation Rental,8718.97
Seoul,May,12,62,Male,Eco-Lodge,3437.61
Phuket,October,15,20,Female,Eco-Lodge,46954.35
London,August,15,59,Male,Eco-Lodge,33861.07
Luxembourg City,May,11,20,Male,Hotel,13469.62
Seoul,March,13,49,Female,Airbnb,11908.19
Cartagena,January,9,40,Female,Vacation Rental,41511.02
Barcelona,August,10,52,Female,Villa,44215.63
Porto,May,10,43,Female,Eco-Lodge,6138.37
Hoi An,August,12,60,Male,Resort,5337.0
Rome,February,6,43,Female,Villa,41746.63
Kathmandu,November,17,42,Male,Resort,33138.84
Amsterdam,March,9,38,Female,Vacation Rental,26243.68
Phuket,July,11,42,Male,Vacation Rental,31891.64
Phuket,September,8,22,Male,Vacation Rental,34471.05
Cartagena,January,6,47,Female,Resort,14571.56
Sydney,March,7,22,Female,Hostel,43190.31
Auckland,July,11,43,Female,Villa,27229.59
Cairo,March,8,32,Male,Eco-Lodge,4890.31
Rome,September,13,47,Male,Hotel,33803.92
Tokyo,December,7,49,Male,Resort,7067.75
Hoi An,July,5,61,Male,Eco-Lodge,43176.86
Reykjavik,November,9,50,Female,Resort,32374.1
Reykjavik,July,17,24,Male,Hostel,5100.07
Honolulu,June,5,61,Male,Hostel,48055.75
Edinburgh,November,14,41,Female,Hostel,49173.82
Porto,October,8,58,Male,Hostel,13328.73
Marrakech,December,10,52,Female,Airbnb,17558.62
Cartagena,December,5,31,Female,Hotel,47909.71
Phuket,March,7,46,Male,Hotel,21850.0
Sydney,June,5,35,Male,Eco-Lodge,19389.0
Seoul,April,13,39,Male,Villa,43397.56
Paris,September,18,50,Male,Vacation Rental,20238.13
Vancouver,March,16,40,Male,Resort,35705.8
London,December,8,61,Female,Airbnb,14144.87
London,September,7,39,Male,Hostel,1200.41
Paris,November,10,45,Male,Hotel,48349.11
Salzburg,December,17,53,Male,Villa,21979.88
Kathmandu,July,11,63,Female,Resort,29795.73
Auckland,December,5,56,Male,Villa,48369.78
Luxembourg City,May,18,38,Male,Airbnb,49253.53
Honolulu,April,5,56,Female,Villa,41371.64
Reykjavik,February,5,64,Female,Hotel,41409.84
Amsterdam,December,16,65,Female,Villa,8414.57
New York,July,10,47,Female,Vacation Rental,18085.01
Cartagena,January,10,39,Female,Vacation Rental,36906.0
Marrakech,October,18,33,Female,Resort,32186.29
Dublin,September,15,37,Female,Hostel,5076.54
Vancouver,June,14,35,Female,Vacation Rental,17307.19
New York,March,11,55,Female,Vacation Rental,29942.06
Barcelona,May,16,58,Male,Villa,22322.19
Sydney,November,15,25,Female,Airbnb,33110.02
Dublin,February,7,43,Female,Hotel,48365.35
Hoi An,August,12,30,Female,Vacation Rental,6877.45
Reykjavik,April,10,55,Male,Eco-Lodge,10060.59
Dubai,July,16,45,Female,Airbnb,26302.44
Dubai,July,8,60,Female,Hotel,30513.9
London,October,12,49,Male,Hostel,37010.65
Cancun,June,11,62,Male,Eco-Lodge,34125.61
Copenhagen,December,5,27,Female,Airbnb,28386.54
Phuket,October,13,58,Female,Airbnb,3681.98
Barcelona,December,7,20,Male,Resort,42282.86
Honolulu,August,8,61,Female,Airbnb,46311.92
Phuket,August,10,31,Female,Airbnb,47214.63
Dubai,July,17,47,Male,Villa,26471.63
Barcelona,November,14,44,Female,Villa,9758.33
Luxembourg City,June,9,33,Female,Vacation Rental,7831.02
Dublin,March,15,24,Male,Vacation Rental,23699.88
Cape Town,May,18,32,Female,Resort,44234.17
Santorini,September,6,25,Male,Airbnb,22195.39
Vancouver,June,12,42,Male,Airbnb,35243.42
Auckland,February,12,31,Male,Resort,4092.82
Salzburg,April,5,53,Female,Hotel,1895.99
Hoi An,September,9,57,Male,Airbnb,13942.79
Dublin,March,9,55,Male,Hotel,10827.81
New York,December,12,46,Female,Resort,38687.98
Luxembourg City,March,15,65,Male,Hostel,12079.67
New York,July,6,36,Male,Airbnb,22648.98
Luxembourg City,November,18,21,Female,Hostel,23977.96
Hoi An,November,16,51,Female,Villa,39459.04
Santorini,November,8,38,Female,Airbnb,25104.76
Reykjavik,April,13,56,Male,Airbnb,22221.08
Edinburgh,March,6,53,Male,Hostel,28148.51
Berlin,September,6,32,Female,Hotel,16277.7
Berlin,October,10,47,Male,Villa,13881.87
London,July,15,64,Male,Vacation Rental,28139.05
Barcelona,December,15,52,Female,Airbnb,20170.77
Copenhagen,June,13,49,Male,Eco-Lodge,22071.95
London,November,18,38,Male,Hotel,41324.21
Cairo,August,16,49,Female,Resort,22541.54
Dubai,October,13,54,Female,Hotel,13664.24
Cairo,September,13,65,Female,Hotel,15014.5
Barcelona,December,15,25,Female,Villa,1223.3
Cancun,April,14,41,Female,Resort,24953.69
Kathmandu,November,16,33,Male,Vacation Rental,3548.0
Santorini,November,16,53,Female,Villa,32457.27
Amsterdam,November,6,22,Male,Hostel,8453.01
Amsterdam,February,5,38,Female,Eco-Lodge,27774.32
Porto,June,14,25,Female,Hotel,36207.83
Cancun,December,10,58,Female,Villa,3248.29
Dubai,January,15,19,Male,Vacation Rental,39264.21
Marrakech,February,12,64,Male,Vacation Rental,2848.08
Marrakech,December,16,44,Male,Resort,46693.59
Paris,April,5,50,Female,Resort,31660.95
Vancouver,July,16,61,Female,Villa,22547.38
London,March,17,49,Female,Airbnb,18860.8
Cape Town,January,10,57,Female,Hotel,18386.78
Salzburg,June,18,45,Female,Vacation Rental,9496.48
Luxembourg City,February,15,47,Male,Airbnb,35141.51
Cairo,August,9,58,Male,Eco-Lodge,25130.05
Cairo,June,14,62,Female,Villa,48715.25
Paris,December,16,50,Female,Vacation Rental,19773.81
Bali,August,17,54,Female,Resort,21456.42
Rome,May,9,41,Female,Resort,4163.98
Vancouver,October,16,26,Male,Villa,20574.85
Santorini,August,9,35,Female,Vacation Rental,17888.86
Honolulu,June,10,61,Female,Airbnb,35853.25
Auckland,October,10,36,Male,Hostel,39475.36
Vancouver,September,13,63,Female,Villa,25281.17
Amsterdam,October,7,49,Female,Villa,34354.54
Auckland,September,6,30,Female,Villa,11304.1
Seoul,March,11,40,Female,Eco-Lodge,26780.3
Berlin,May,8,21,Female,Vacation Rental,49251.99
Berlin,March,10,43,Female,Hotel,18147.96
Berlin,April,18,44,Female,Villa,22637.13
Salzburg,November,17,23,Female,Eco-Lodge,40726.31
Cairo,October,11,26,Female,Eco-Lodge,37207.8
Seoul,November,6,46,Male,Villa,10988.17
Luxembourg City,October,7,64,Male,Eco-Lodge,33555.08
Luxembourg City,February,17,53,Male,Airbnb,25648.86
Phuket,September,8,29,Male,Vacation Rental,2948.53
Phuket,September,13,60,Male,Resort,3956.4
Santorini,September,13,53,Female,Eco-Lodge,7565.74
Hoi An,May,6,37,Male,Resort,35836.61
Luxembourg City,January,7,39,Female,Resort,7562.93
Cape Town,March,9,28,Male,Hostel,33959.49
Marrakech,November,16,32,Female,Hostel,44866.13
Marrakech,September,13,52,Female,Eco-Lodge,32390.96
Marrakech,February,14,48,Male,Hotel,5400.77
Seoul,July,9,60,Male,Vacation Rental,43216.78
Porto,August,8,56,Male,Villa,3242.91
Cape Town,September,10,18,Female,Resort,23975.32
Cairo,June,9,56,Male,Vacation Rental,18078.24
Cape Town,January,9,34,Male,Vacation Rental,46095.37
Amsterdam,April,8,47,Female,Villa,31895.98
London,November,7,51,Female,Airbnb,15332.5
Cartagena,March,7,27,Male,Hostel,5906.48
London,August,8,27,Female,Villa,26420.45
Phuket,January,11,24,Male,Resort,10297.0
Vancouver,October,11,41,Male,Airbnb,26605.25
Honolulu,December,14,59,Male,Vacation Rental,4502.99
Reykjavik,May,5,36,Male,Vacation Rental,15808.67
Marrakech,December,14,53,Male,Villa,16244.85
Rome,November,13,45,Female,Eco-Lodge,12790.92
Amsterdam,June,13,48,Female,Vacation Rental,7906.39
Luxembourg City,February,17,31,Female,Eco-Lodge,42525.42
Edinburgh,January,17,24,Male,Resort,5545.05
Marrakech,September,15,54,Female,Villa,16837.02
Reykjavik,November,6,26,Male,Villa,2363.05
Hoi An,November,8,49,Male,Hostel,10989.19
Cartagena,October,16,26,Male,Eco-Lodge,36488.97
London,February,15,22,Male,Eco-Lodge,27002.8
Honolulu,August,6,58,Male,Villa,40479.06
Seoul,July,5,30,Female,Villa,12491.52
Cancun,October,12,32,Male,Eco-Lodge,8596.26
Sydney,March,10,57,Female,Villa,11315.62
Amsterdam,September,7,33,Female,Resort,19448.76
Barcelona,July,5,33,Female,Hostel,27615.55
Honolulu,October,10,64,Female,Hostel,5175.76
Rio de Janeiro,July,12,20,Male,Villa,44010.2
Phuket,November,6,31,Female,Vacation Rental,4998.38
Cape Town,November,14,35,Female,Vacation Rental,11188.04
Kathmandu,March,8,42,Male,Eco-Lodge,20790.0
Dublin,April,5,37,Female,Villa,17798.6
Copenhagen,March,13,58,Female,Hostel,27314.81
Paris,January,17,57,Female,Resort,15671.91
Sydney,January,5,48,Male,Vacation Rental,12006.99
Cape Town,January,13,40,Female,Airbnb,34381.81
Salzburg,July,16,18,Female,Hostel,34158.84
Edinburgh,January,16,64,Male,Hotel,43940.18
Porto,January,18,33,Male,Eco-Lodge,12281.98
Auckland,February,6,57,Female,Villa,48451.86
Amsterdam,December,16,40,Male,Hotel,16413.18
Luxembourg City,September,16,38,Male,Hostel,45360.02
London,June,8,62,Male,Resort,20561.58
Tokyo,December,7,23,Female,Resort,19127.89
Bali,February,12,41,Female,Eco-Lodge,46540.12
Luxembourg City,July,6,22,Male,Resort,13972.17
Reykjavik,July,6,50,Male,Hostel,25562.32
Hoi An,July,18,42,Male,Resort,44386.44
Cairo,January,9,19,Female,Hotel,15956.36
London,September,11,27,Female,Airbnb,43399.03
Kathmandu,January,9,18,Female,Hotel,39803.91
Dubai,November,8,58,Male,Airbnb,41636.76
Edinburgh,April,11,57,Female,Airbnb,19698.61
Dublin,November,7,46,Female,Eco-Lodge,34120.52
Cancun,December,8,43,Male,Hotel,6976.29
London,September,5,60,Male,Villa,25090.75
Edinburgh,December,8,39,Male,Hostel,20406.1
Dublin,March,5,25,Female,Villa,44929.64
Vancouver,January,17,56,Male,Airbnb,29768.77
Luxembourg City,January,8,41,Male,Hostel,8361.44
Edinburgh,March,8,42,Female,Eco-Lodge,10912.06
Marrakech,January,17,64,Male,Resort,29761.5
Porto,October,8,65,Female,Hostel,2081.11
Honolulu,September,18,58,Female,Hostel,5409.08
Marrakech,March,9,38,Male,Hostel,14738.16
London,April,8,28,Male,Villa,42820.65
Rio de Janeiro,September,8,38,Female,Resort,11877.45
Barcelona,May,13,35,Female,Vacation Rental,32775.13
Seoul,March,10,54,Male,Resort,4018.62
Sydney,March,12,20,Male,Resort,32048.46
Vancouver,April,11,37,Female,Hotel,33491.53
Kathmandu,April,16,26,Male,Airbnb,17776.88
Kathmandu,June,5,48,Male,Airbnb,42548.64
Berlin,December,16,27,Male,Airbnb,47549.58
Cairo,September,8,34,Male,Hostel,40829.18
Vancouver,November,16,44,Male,Vacation Rental,41015.4
Rome,August,12,45,Female,Villa,49004.11
Sydney,June,18,65,Female,Eco-Lodge,16263.48
Vancouver,January,14,29,Female,Villa,7289.28
Edinburgh,August,10,51,Male,Villa,26818.02
Salzburg,August,14,58,Male,Vacation Rental,21874.52
London,April,7,23,Female,Airbnb,20637.94
Dublin,September,15,55,Male,Eco-Lodge,28050.11
Porto,October,10,31,Female,Villa,2252.39
Kathmandu,July,17,44,Female,Villa,47511.73
London,May,8,53,Female,Villa,9800.55
Vancouver,August,8,22,Male,Resort,45725.16
Tokyo,December,15,60,Female,Resort,24470.79
Bali,November,16,30,Female,Vacation Rental,10373.79
Amsterdam,March,14,34,Female,Airbnb,22761.18
Barcelona,January,12,58,Male,Eco-Lodge,4115.97
Phuket,September,14,35,Male,Eco-Lodge,28539.47
Phuket,December,17,26,Male,Villa,4341.74
Barcelona,November,11,52,Female,Vacation Rental,17257.42
Hoi An,October,11,43,Male,Airbnb,41145.47
Marrakech,March,13,37,Male,Hotel,41697.17
Amsterdam,December,5,27,Female,Hostel,48323.84
Kathmandu,January,10,58,Female,Hotel,32367.41
Hoi An,April,17,48,Male,Vacation Rental,25923.23
Marrakech,November,8,65,Female,Vacation Rental,31077.89
Hoi An,December,11,32,Female,Resort,47924.83
Luxembourg City,May,17,30,Female,Hostel,36803.38
Bali,December,10,57,Female,Eco-Lodge,37613.06
Dubai,March,11,30,Male,Villa,20627.54
Cartagena,April,5,56,Female,Villa,4637.72
Luxembourg City,May,8,62,Male,Villa,47914.66
Tokyo,May,7,47,Female,Vacation Rental,32391.23
Salzburg,June,16,38,Female,Hotel,36150.81
Kathmandu,December,17,59,Male,Airbnb,5238.75
Copenhagen,October,9,55,Male,Vacation Rental,37287.58
Dubai,May,18,30,Female,Hotel,16410.37
Cancun,October,9,38,Female,Vacation Rental,39323.26
Salzburg,November,12,59,Female,Airbnb,21847.21
Rome,September,15,37,Female,Eco-Lodge,42071.73
Cape Town,June,12,24,Female,Airbnb,6133.15
Copenhagen,September,11,20,Male,Villa,40751.94
Santorini,April,15,37,Male,Eco-Lodge,23647.92
Phuket,December,15,37,Female,Villa,43115.85
Edinburgh,May,18,38,Male,Hostel,30315.96
Dublin,September,6,40,Female,Eco-Lodge,18764.23
London,April,16,59,Female,Resort,26847.21
London,November,9,37,Female,Resort,46295.1
Santorini,November,13,59,Male,Hostel,34458.37
Cape Town,March,17,55,Female,Vacation Rental,7047.93
Dubai,August,16,20,Male,Villa,20074.08
Porto,September,6,47,Male,Resort,22043.32
Tokyo,October,9,63,Male,Resort,34527.18
Bali,November,16,42,Female,Hotel,40354.53
Porto,August,14,27,Female,Eco-Lodge,6927.74
Kathmandu,April,5,57,Female,Villa,40836.97
Edinburgh,March,18,52,Female,Resort,18623.58
London,November,11,46,Female,Resort,4201.02
Porto,February,14,45,Female,Villa,5277.54
Seoul,October,9,46,Male,Villa,12788.74
Edinburgh,April,16,47,Female,Vacation Rental,38727.84
Rome,April,13,49,Male,Eco-Lodge,3098.84
Reykjavik,January,18,22,Male,Villa,8430.77
Porto,May,18,50,Female,Vacation Rental,47955.81
Marrakech,January,15,27,Female,Villa,22056.93
Bali,November,15,42,Male,Eco-Lodge,14028.96
Paris,August,9,23,Male,Hostel,19690.42
Kathmandu,March,9,55,Male,Airbnb,21690.43
Seoul,September,5,39,Female,Hotel,9284.14
Bali,November,10,43,Female,Vacation Rental,2236.32
Marrakech,October,6,64,Male,Hotel,28948.64
Luxembourg City,December,5,26,Female,Airbnb,7188.63
Vancouver,July,17,56,Male,Airbnb,45572.41
Rio de Janeiro,July,16,58,Female,Airbnb,16502.28
Cape Town,October,10,48,Female,Hostel,48333.22
Cartagena,March,6,41,Female,Vacation Rental,39097.08
New York,September,13,29,Male,Hotel,4372.52
Copenhagen,February,18,31,Female,Hostel,38366.14
Marrakech,January,6,19,Male,Eco-Lodge,33598.44
Cairo,March,18,38,Male,Resort,10159.79
Auckland,July,8,64,Female,Vacation Rental,25580.21
Bali,March,8,38,Female,Resort,22693.1
Porto,April,11,63,Female,Airbnb,45815.24
Cartagena,September,14,20,Female,Airbnb,34348.76
Amsterdam,June,12,62,Male,Villa,12116.03
Auckland,November,15,62,Female,Vacation Rental,28026.46
Dubai,February,13,45,Male,Hotel,33447.76
Sydney,June,15,54,Male,Vacation Rental,38072.06
Santorini,December,8,47,Male,Resort,35784.45
London,April,16,54,Female,Villa,33659.19
London,June,17,37,Female,Airbnb,33903.07
Edinburgh,November,7,29,Male,Resort,20462.36
Salzburg,May,18,59,Female,Vacation Rental,29577.99
Dublin,December,6,39,Female,Villa,8995.61
New York,August,15,33,Female,Hotel,48890.96
Sydney,November,8,49,Male,Resort,49405.8
Edinburgh,August,9,48,Female,Airbnb,7687.23
Rome,March,17,51,Female,Resort,4541.93
Santorini,August,7,51,Female,Villa,27545.29
Cartagena,October,7,32,Female,Hostel,48603.05
Honolulu,June,16,56,Female,Villa,49808.57
Cape Town,April,13,63,Male,Airbnb,41482.87
Rome,April,18,19,Male,Villa,27617.81
Cartagena,December,6,40,Male,Resort,31332.06
Copenhagen,October,5,38,Male,Hotel,31784.03
Amsterdam,April,16,58,Male,Hostel,48642.78
Seoul,March,14,34,Female,Hostel,28383.29
Barcelona,October,13,34,Female,Eco-Lodge,6802.89
Tokyo,December,5,27,Male,Hostel,5987.9
Dubai,July,16,34,Female,Vacation Rental,21075.56
Berlin,January,16,35,Female,Eco-Lodge,5277.19
Sydney,June,8,61,Female,Eco-Lodge,31179.22
Honolulu,May,12,29,Male,Hostel,9816.78
Phuket,November,11,49,Female,Resort,13236.75
New York,January,16,39,Female,Villa,12132.78
New York,September,6,27,Female,Airbnb,8992.83
Porto,February,6,28,Male,Vacation Rental,40471.31
Bali,January,7,55,Male,Hotel,21321.52
Porto,October,5,49,Female,Villa,25953.54
Barcelona,September,16,21,Male,Hostel,28084.69
Marrakech,May,5,38,Female,Resort,38285.68
London,April,16,63,Female,Hostel,38121.16
Copenhagen,October,9,19,Male,Vacation Rental,36448.28
London,March,18,51,Male,Eco-Lodge,13809.73
Marrakech,October,11,52,Male,Villa,41154.29
Rome,August,5,30,Female,Resort,23874.25
Porto,January,14,48,Male,Resort,12811.26
Cairo,August,13,55,Female,Resort,42734.42
Sydney,April,16,35,Female,Hostel,44931.2
Amsterdam,August,9,18,Male,Eco-Lodge,27517.66
Phuket,December,7,19,Female,Vacation Rental,23873.45
Cape Town,August,13,54,Female,Hotel,19992.91
Berlin,April,14,46,Male,Resort,39931.17
Honolulu,September,9,57,Female,Eco-Lodge,42488.46
Auckland,September,13,39,Female,Vacation Rental,30488.11
Cancun,January,12,23,Female,Vacation Rental,32962.87
Rio de Janeiro,August,7,47,Female,Airbnb,46639.19
Seoul,October,8,44,Male,Vacation Rental,28960.06
Paris,October,15,58,Male,Hotel,27845.22
Honolulu,January,14,62,Female,Eco-Lodge,41304.86
Marrakech,May,15,45,Female,Hostel,35068.41
Edinburgh,October,18,28,Male,Airbnb,21594.49
Porto,March,10,63,Male,Airbnb,9606.86
Sydney,August,10,20,Female,Airbnb,30800.47
Cape Town,October,16,25,Female,Vacation Rental,12083.88
Luxembourg City,October,9,57,Female,Hotel,22112.2
New York,September,18,23,Male,Hostel,21120.29
Luxembourg City,October,16,64,Male,Vacation Rental,8958.5
London,July,10,36,Male,Hotel,46790.78
Berlin,April,10,37,Female,Villa,12549.69
Kathmandu,July,14,18,Male,Eco-Lodge,33550.76
Paris,October,11,19,Male,Vacation Rental,24741.26
Porto,May,18,45,Male,Airbnb,17149.52
Rome,September,6,42,Male,Hostel,17983.83
Phuket,November,5,34,Male,Resort,9820.37
Luxembourg City,August,16,57,Male,Vacation Rental,20461.66
Bali,May,7,55,Female,Vacation Rental,11131.5
Rio de Janeiro,August,14,23,Male,Hotel,31954.56
Auckland,December,11,61,Female,Villa,8558.25
Honolulu,December,13,23,Male,Villa,32203.09
Seoul,April,10,51,Male,Resort,23495.61
Barcelona,March,5,32,Female,Vacation Rental,49877.53
Bali,August,11,40,Male,Hotel,6319.13
Honolulu,September,15,49,Male,Airbnb,1469.61
